职位名称,薪资,工作经验,学历要求,城市,职位标签,技能要求,职位类型,公司名称,公司行业,公司规模,融资阶段,公司ID,BOSS姓名,BOSS职位,BOSS在线,BOSS认证,BOSS ID,职位ID,安全ID,期望ID,列表ID,福利,每周工作天数,最少工作月数,区域,商业区,经度,纬度,是否匿名,是否外地,是否优选,是否代理,是否屏蔽,是否直接投递,图标文字,是否置顶
前后端全栈开发,150-200元/天,5-10年,学历不限,杭州,5-10年|学历不限,,6,头大侠头皮养护,美发,0-20人,,b87b55f54e7e5c3b1HJ839q4GFI~,张先生,总经理,否,3,e2ad029b19ba1f3f0nRy39m0EVdW,8f9ccf877029133e03J43di_FVRQ,OzkQOAYl33Ibs-H19M0L6MIQTUADQKa9OjcTLwz0-KbgFJCfWYBLh_JcJN6FdkXhuN4kZdFTXDryoJqXlTHG1ve3Uoe_0L1jtFrvZG6N8h_puau5y978bNbZFUAagBSkSyx0B_Wbe3GEMA~~,615594290,1yECquUO94v.search.31,,,,萧山区,西兴,120.246318,30.24173,否,否,否,否,否,否,,否
java全栈开发工程师,9-14K,3-5年,本科,杭州,3-5年|本科,Java|Spring|JVM|MyBatis|MySQL|Oracle|不接受居家办公,0,舍非时科技,医疗服务,20-99人,,bb509b2200ec634803Z73d--FVI~,吴先生,招聘主管,是,3,9b2a37a63c4221e90nZy3Nu4FFFR,f90a3b0603e694de03J-3t-_E1NR,FBj3e44Mgeby4-71RScRSBuBn0A2XAy8teHDlFHz9SnXtviK_dFNH80SC4KCJeCi3xFNHIjQatTafWsWTvjCMsrmI5N1IzaWVT9-JiBKSRbP3fhq6zLgwX3QwFeAjqAEx-JukdhDk8UBix3yoXatDf38AjCIBS2sVDfUNSfAT8m0HYFWsA~~,615594290,1yECquUO94v.search.32,,,,拱墅区,上塘,120.19026,30.324936,否,否,否,否,否,否,,否
app开发 主程，全栈,8-13K,1-3年,学历不限,杭州,1-3年|学历不限,Java|CSS|Spring/Spring Boot|后端开发经验|Vue|全栈侧重前端|HTML|计算机相关专业|前端开发经验|全栈项目经验|JavaScript|MyBatis|MySQL/Redis/MongoDB,0,杭州凌凌七科技,培训/辅导机构,20-99人,,77b8bbbbdc8aaf6c1HB62dq_GFc~,王先生,总经理,否,3,baa470928a87c2760XR-39-8EFtX,4d0dc0f3ca181dc103Z53NW_ElBX,GefZrmZxqVuYO-P1CZ7myq-Tx1OlYJmcWKOLCRDkcVL5hVxe8FibMJ42w8WmP4fjDMEFiZtX-djRpGM5YJYAUu5F-TgA9Zg8FWpHAq6VYLmm9QMDxdwxirWBRODAbu3dKRpJrp2LG5_M0g~~,615594290,1yECquUO94v.search.33,,,,滨江区,长河,120.196949,30.188047,否,否,否,否,否,否,,否
全栈开发实习生,150-220元/天,,本科,杭州,5天/周|6个月|本科,全栈侧重后端|JavaScript|Java|Spring/Spring Boot|Node.js|MySQL/Redis/MongoDB|计算机相关专业|后端开发经验|全栈项目经验|全栈开发实习|后端开发实习|2026届,4,视言,电子商务,100-499人,未融资,9082a0ad07e89bc61Xx72N-8GFQ~,李女士,HR,否,3,795fb58c5972b9d50XV62NW4EFJS,75541d5e597f3f6103Z62dW6FVRR,lLalZpDh3tA6D-P1sRX-m3ti3MkoTRkVkJN-q6CWqr6cbhfrBLq591u8NXH7OOLVhPB5yk1Tci8XSi_Vdl-lcZew0EjSzZF-pLfrXj1pjHHoZ5Jz-SjxKgBjQdqQox3cE3jjhrzZ3XmRWw~~,615594290,1yECquUO94v.search.34,五险一金|加班补助|餐补|带薪年假|节日福利|团建聚餐|法定节假日三薪|股票期权|定期体检|年终奖|底薪加提成,5天/周,6个月,西湖区,西溪,120.075561,30.291015,否,否,否,否,否,否,,否
APP全栈工程师,15-30K,5-10年,本科,杭州,5-10年|本科,前端开发|后端开发经验|全栈开发|全栈侧重前端|计算机相关专业|后端开发|前端开发经验|英语读写能力良好|全栈项目经验,0,成都岛主科技,移动互联网,0-20人,,9418067ad1915b801XV70tS7FFc~,黄啸天,招聘者,否,3,efa82d5510b50a7c1nZ52N--EVU~,e1d597ee2eae2cf91XZ_3921ElFX,Is1T8WFqHwXBB-I1mZktO_kWUAT3vqZyp2qOQkzTHMFNCw64FS1T9sN-eZZ3DjuZS9Xmt7KVKz0wrU6L2kYK1fwvAd5UqJuXVdL5YJdDxbG8GIZ_5J_YaZSpftQymn0FExcTBf5wkHcI,615594290,1yECquUO94v.search.35,,,,,,120.193987,30.201348,否,否,否,否,否,否,,否
全栈开发工程师,30-60K·14薪,经验不限,本科,杭州,经验不限|本科,JavaScript|TypeScript|Vue|React|C/C++|Python|Node.js|计算机相关专业|全栈项目经验|前端开发经验|后端开发经验,0,深度求索,互联网,100-499人,未融资,ffd531b0cbd4133f1XN92Nm0EFU~,罗女士,HR,否,3,e7e3741bc10d83390HZ43dm7GFo~,2adca0f283bff7601H1z3t25EFZR,JJp9OsHoPObE1-c1sFMAozRZ_cOw4P1EJ0HJ4BX7jSlYIzjzxWPQXhRFefiRqgC-5mb6UToDCT0gh9jOL-o3vPld8_a-IcsN4neQXrs9zleiSMjW9E9sGuwtsiQjPWdTHtmRvzwL3Uzb,615594290,1yECquUO94v.search.36,节日福利|住房补贴|零食下午茶|定期体检|交通补助|生日福利|团建聚餐|带薪年假|五险一金|餐补,,,拱墅区,湖墅南路,120.173869,30.27375,否,否,否,否,否,否,,否
全栈开发工程师,25-40K,3-5年,学历不限,杭州,3-5年|学历不限,,0,杭州繁星未来技术开发,互联网,20-99人,不需要融资,c8ad3eabb838a2b01Hxz29S5E1A~,杨女士,招聘者,否,3,ed5c2843c604286f0HRz3dS0EFVW,78edabbe588dc0ef03F_2d29F1dX,LilqGe9sOAOlh-g1b04rLInDHsItN5EARshj_cDwrke2whpXcdlLVCoyglOuaNUPse2jnYkzCu7pPxZ0XuiOiJdvg5uC6jsLteFrUep2E1biD5eGMKq22ecLUKF65w2hBft08V45dPA9rA~~,615594290,1yECquUO94v.search.37,免费班车|有无线网|底薪加提成|绩效奖金|五险一金,,,萧山区,北干,120.236974,30.197314,否,否,否,否,否,否,,否
C# 全栈开发工程师,8-10K,1-3年,本科,杭州,1-3年|本科,TypeScript|Vue|.NET|全栈无侧重|全栈项目经验,0,杭州玻瑟,其他制造业,0-20人,,b641c5bd29e36eb21HFy2d61Elo~,姚现勋,招聘者,否,3,0f90f8a2eb129dda33Zz2dy_GFU~,faebe3c61ed9695a03F43925FVdV,9TkOAebcijeMt-f1uvDbR7llSFxugvQzRJgpn74lVbZ2VsMfHSyvIbhyW3r1YgyTF3qBYBsfOGFhjlN12s3jQNHQQB2vWVfYcDVk_OvOq7zKwjz3ZtmRoxJfxfkzsCFZe94VBex3lqHr,615594290,1yECquUO94v.search.38,,,,滨江区,长河,120.184308,30.15068,否,否,否,否,否,否,,否
全栈开发工程师（银行项目）,14-17K,5-10年,本科,杭州,5-10年|本科,TypeScript|Java|后端开发经验|JavaScript|Vue|全栈无侧重|React|前端开发经验|全栈项目经验,0,软通动力,计算机软件,10000人以上,已上市,c8311034740eee121nVz09S7E1U~,杨婷,高级招聘顾问,否,3,96069f723d52034103F70ty_F1c~,76ca3b12e7c0fff303J72tW1F1JX,zlTgwdTGB5bxe-T1h4Na2QIJwBpF2jf50cL_PNgN8DcGe0E__wKqzeSp41zQt7AD-ZQLo0RC29KAM9x52rYJug1q6vAFihqkxi25uCcYa55xR1HqZq3vNIxqWGH0SUycu80yiW7VIC7u,615594290,1yECquUO94v.search.39,通讯补贴|零食下午茶|补充医疗保险|带薪年假|加班补助|生日福利|免费班车|五险一金|交通补助|节日福利|定期体检|团建活动,,,滨江区,长河,120.171914,30.188534,否,否,否,否,否,否,,否
Java全栈开发工程师(26届毕业),100-180元/天,,本科,杭州,5天/周|6个月|本科,全栈无侧重|CSS|HTML|Vue|Java|Spring/Spring Boot|MyBatis|计算机相关专业|全栈项目经验|微信小程序|uniapp,4,杭州默蓝科技,计算机软件,0-20人,未融资,7390ee4142183e431XJ-2dq8GVc~,潘先生,招聘负责人,否,3,3d5fd579e9063cf10n173tW9GFBY,4f2169746dbc653403Fz39y4FFtV,4vmUPf1nzJgaV-C1ogpXDewz7s-uiX1cpocAVYW0pUeo81Y8rE-Z4Va3zKQo296672XRt5AtLgjfPwDBohPnJ5x_ME9xfViPuwESSelJGE-AJaYNLOKscQhBx397F-WeEIGQ1oH-H_ELOg~~,615594290,1yECquUO94v.search.40,带薪年假|绩效奖金|五险一金,5天/周,6个月,滨江区,长河,120.195476,30.183397,否,否,否,否,否,否,,否
全栈开发工程师,10-15K·13薪,3-5年,本科,杭州,3-5年|本科,,0,杭州泰丽诗,电子商务,20-99人,天使轮,10c3e960a5a800781HJz3Ni5FFM~,万隆,总经理,否,3,36c86bb528a42b790nVy29S-E1VS,f459c9cb57785a7a03d82tq-EVdY,xnSJBzRhWhcSd-L1iX6ES5f-Vw7My9rBb4xxmnDGmkKROXQS6HL0-em4JU97P8itjZFkJSbBjBxxM2rAXptxFJt9VRpFCVldooceRmAvXxRIniA2OPdgv4Z8KGb7I7IFss3zAuKfX_dvTQ~~,615594290,1yECquUO94v.search.41,有无线网|节假日加班费|带薪年假|团建聚餐|法定节假日三薪|绩效奖金|年终奖|五险一金,,,滨江区,长河,120.210209,30.182857,否,否,否,否,否,否,,否
技术全栈实习,180-230元/天,,本科,杭州,4天/周|4个月|本科,Java|Python|Spring|提供实习证明|MySQL|技术全栈|Vue,4,天识科技,互联网,20-99人,A轮,5c53cd7421bcade41nJ-2tm0GVI~,李先生,招聘者,否,3,04ec1b0981b84d571nV_2d66ElU~,31c85d72cae329b91X1z3du6FlBR,pczabV8P2Rwy--X1mZBoq4XM9TeNFFYGyV0kK6YYYKseIqYyJnbtkQKoFEVwCwflkBP70RNxe9W2IakTEF_gSsilEF9CDqukdwo93Me_WKcXdNeUtP9PorgUrIkR8_jLE3Z1BdJmuyZb,615594290,1yECquUO94v.search.42,带薪年假|加班补助|股票期权|绩效奖金|五险一金,4天/周,4个月,上城区,南星,120.176208,30.217609,否,否,否,否,否,否,,否
全栈开发工程师,10-15K,3-5年,本科,杭州,3-5年|本科,全栈侧重前端|TypeScript|CSS|React|计算机相关专业,0,杭州易和,计算机软件,20-99人,不需要融资,f9743e44ef3ad39f0Hd52dy_,严女士,人事,否,3,1d4554b0e7cc743a1Xx53tS5E1U~,6eb35c9aed7e735903d70tS1E1BS,N8bDLCJ4geSvm-P1nDdRHu817ZexAZzC_q5NAoV2_oZFXWxaiRp-OPdA80X6c6Yk3cR0BzEgztqRu5OGGpkv6qDqerUUjrVoteliFdCY76H0LzWNGmWgPB_621-UpSeZWEaB-AsedA~~,615594290,1yECquUO94v.search.43,年终奖|五险一金|节日福利|交通补助|带薪年假|员工旅游|通讯补贴|定期体检,,,萧山区,北干,120.238395,30.183442,否,否,否,否,否,否,,否
全栈工程师实习（JAVA/VUE）,120-150元/天,,大专,杭州,1天/周|6个月|大专,Java|CSS|Spring/Spring Boot|JavaScript|Vue|全栈无侧重|Node.js|计算机相关专业|全栈项目经验,4,蛟龙软件,计算机软件,0-20人,未融资,62f9244d79bc3de733Z63Nq_Fw~~,毛先生,经理,否,3,176c55ec6c85c0fc1XR_2Nu_ElE~,228c95fbe56684661XB-2968GFVT,1kMQfMVnvTAV9-S1yE8fTS9qpD5PpjrnPYgDIrlvMkQ_Ai_hCwq-reK39AoTeCoQiN0u_ChOiu6tzieBt-bgSaYI53GwOu_ptKLW7Evqh8WQ-Er2z98GTNFjMHjbsRabNbVxUchzRYI~,615594290,1yECquUO94v.search.44,员工旅游|年终奖|带薪年假|股票期权|加班补助|五险一金,1天/周,6个月,拱墅区,康桥,120.144111,30.34503,否,否,否,否,否,否,,否
全栈开发工程师(uniapp+java),600-1000元/天,经验不限,大专,杭州,经验不限|大专,全栈侧重后端|Vue|Java|全栈项目经验|前端开发经验|后端开发经验|crm,6,江山欧派,其他制造业,1000-9999人,已上市,198957143a77fd4233V53N-7,唐先生,零售开发部部长,否,3,0ba477c92d0c8a9103Nz29q4FVc~,297e7dbfd79184cb1H1y3ty0FlJV,SsAV14LKNlx4T-q1VBqAy0s1UDD5QRg5_siyvhr-qdio6G3F4SWhivERM_2a2e-qnGaIi1JlmojeNuomFok9Uaaxf6Vzd-J0VAxLfWVDaDAGQ6LMYlC5zjxAbpyg4aEzFSYzIAnqUw~~,615594290,1yECquUO94v.search.45,全勤奖|定期体检|节日福利|年终奖|带薪年假|免费班车|通讯补贴|五险一金|员工宿舍,,,上城区,四季青,120.214942,30.253737,否,否,否,否,否,否,,否
开发岗（web/Android/iOS/c++后端/全栈）,40-70K·14薪,经验不限,本科,杭州,经验不限|本科,,0,某大型互联网平台上市公司,互联网,10000人以上,已上市,,陈女士,猎头顾问,是,3,2f041e8096d4db4c1nV639S7GFJS,ed06b6797327b64003Fz3Nu8FVdZ,LgaOUwfqVrTYn-01Tddj76e7gnyHBpIS307qhvGDJosRqLkEV72BcYtMqupygWcpbgqZ25GGlHml2LR-KzfjUA4fiovWiS-UTpEO9oQeP9csZ4WoAlwjFURIFGd2kiotMgA59uQoD_PNlVkhB-cE15xoFRigJHfhMFKcrQPCILaU8naB,615594290,1yECquUO94v.search.46,带薪年假|股票期权|意外险|通讯补贴|有无线网|高温补贴|节日福利|底薪加提成|五险一金|零食下午茶|绩效奖金|全勤奖|年终奖|补充医疗保险|团建聚餐|定期体检|生日福利|员工旅游|保底工资,,,,,119.290717,29.468884,是,否,否,是,否,否,,否
java全栈开发工程师,7-12K,1-3年,本科,杭州,1-3年|本科,Java|Nginx|大数据经验|不接受居家办公|Hive|分布式经验|Elasticsearch|Zookeeper|Dubbo|Spring|Python,0,大连百优软件有限公司,计算机软件,20-99人,,e0124337f6b2d3db1nF-3t-5GFs~,于先生,招聘者,否,3,eecb7919446c58b01nV43Ny-EVVQ,cb210bc1fa580d4903Vy3du4FVBQ,1hAk6UjzEiyFB-s1QF4YA4lATmfX9C0ctVb-ea4Ys2MJQaQaeU0nttaX6CZq2rMxlhwCDKqJcQDGmfUhKVtnU6euw34slg0F_sEp1HdaC7BGo-Poi5LRfofWaJ5e0s7otVBtLxFqxLE24Q~~,615594290,1yECquUO94v.search.47,五险一金|年终奖|股票期权|零食下午茶,,,余杭区,未来科技城,120.002985,30.28106,否,否,否,否,否,否,,否
广告前端（全栈）开发工程师-Ads Infra,30-60K·15薪,3-5年,学历不限,杭州,3-5年|学历不限,JavaScript|计算机/软件工程相关专业,0,字节跳动,互联网,10000人以上,D轮及以上,f409f37f83a6135b0nV_2d25EA~~,朱先生,广告架构工程师,否,3,5e2a45d364fa98240XVz096_FlJU,7f84745c3d0e29741HVz2ty6E1VS,eRXJOLAb7czUZ-O12WmENgMrViB8IPCky9xJY-fPYRruavGE7MNJe6ZuQMTQOa2v__IrSlI_oOcMJ2_uzt0p3C6gt7eodtK2hyN8FQ9_XrCTKvFnVh3SzXiYYZ3PaKb9MU5pl5dk9BGS,615594290,1yECquUO94v.search.48,餐补|团建聚餐|股票期权|带薪年假|就近租房补贴|补充医疗保险|家属自选保险|定期体检|住房补贴|年度体检|五险一金|意外险|免费健身设施|家庭关爱假|绩效奖金|年终奖,,,,,120.215103,30.253769,否,否,否,否,否,否,,否
Java全栈开发工程师,7-10K·13薪,1-3年,本科,杭州,1-3年|本科,Java|JVM|MySQL|Redis|架构设计经验|游戏后端经验|不接受居家办公|接受实习/在校生投递,0,砺剑石,计算机软件,20-99人,未融资,8e8766f0de0478151nV-2dm8F1U~,张馨予,行政管理总监,否,3,bf9032a7fe35ef031nZ40t6_FVRS,67b76a103010dc2e03Z43dm7FltR,skCIwuA0iIW4P-J1d3tOHzXBu7GJclqSnrrAyfsY6hQ5BQt4xU4tXy2S0q7GpYXc5CUVfEp1Epx4jF2AyuVXDI4y0IQqAlyZoBmp4RpnZCYGY5ZH9wFASP83NQ0I-UyKDYd9MjVDZubwIA~~,615594290,1yECquUO94v.search.49,免费工装|保险|交通补助|全勤奖|保底工资|有无线网|带薪年假|绩效奖金|员工旅游|通讯补贴|节日福利|年终奖,,,滨江区,长河,120.205532,30.194493,否,否,否,否,否,否,,否
高级全栈开发工程师,12-16K,3-5年,本科,杭州,3-5年|本科,全栈项目经验,0,华跃晨科技,智能硬件,0-20人,未融资,6ce2c319e28265761XF-29m1E1M~,李萍萍,人事主管,否,3,4853c8bd68a2751b0nx52NW1GFFZ,282539e7a527859103J-2t27E1dT,fI9ZwKzY6L2fA-v1V2JKBi86iQrwstBfQ1KfxXz7jtQtw9a2nr3G9gLdzrCSVI47IcsxYMhpQ6dFjaWNxAOqPhnCarU0XKMFvfZ287uD__C3l1dXOnb0UiSQ5FWj3Q51V-FV8t-CNuLnEw~~,615594290,1yECquUO94v.search.50,通讯补贴|餐补|意外险|底薪加提成|年终奖|高温补贴|交通补助|节日福利|带薪年假,,,拱墅区,石桥,120.191086,30.328488,否,否,否,否,否,否,,否
全栈开发工程师,20-40K·15薪,3-5年,本科,杭州,3-5年|本科,Node.js|JavaScript|后端开发|全栈开发|Java,0,滴滴出行,互联网,1000-9999人,D轮及以上,980f48937a13792b1nd63d0~,曹宏博,资深开发工程师,否,3,036b6b28e2b5dc3d03V60t-5F1I~,8d71e8a0763eee400XR43Nq-EVU~,smnLrm7qZ6OaJ-Y1NiJdX9fCDLetH7VeIG6OTGtMww8OJ8hH71a1u4LLz0dQP8fDm4SQB45SMhW9u2NXNKZB8OLbtAdu9-T9mJvkjomlN0W8oL2udtHnMXVtlaLTADH-etuBbRs~,615594290,1yECquUO94v.search.51,股票期权|补充医疗保险|五险一金|年终奖|定期体检|零食下午茶|免费班车|节日福利|交通补助|带薪年假,,,余杭区,西溪,120.049062,30.278926,否,否,否,否,否,否,,否
全栈开发工程师,10-15K,3-5年,本科,杭州,3-5年|本科,全栈无侧重,0,浙江南面律师事务所,法律,0-20人,未融资,6b57b95cf5edf6a01nB809m7EFU~,郑先生,律师,否,3,21026ceed9ba27bc1H1539W0FVs~,888705e567f25b1b03B40t6-EVFQ,sOZfSe1ueChaJ-U1U4oA0TGK5BN6dQDiDTWQIphMcFdCAvo30l-0un55hpgMApuNlJn6MKOnibr1igecjN2IvyOwCNHxm5pH56VgTRwZ8V4q4d2HuEie2LE2A0WJXcgithhcXxp9da75,615594290,1yECquUO94v.search.52,,,,拱墅区,上塘,120.169139,30.276043,否,否,否,否,否,否,,否
全栈开发工程师,10-15K,3-5年,本科,杭州,3-5年|本科,,0,浙江清大科技有限公司,互联网,100-499人,未融资,56f90a3443c753f81XR439q0Fg~~,侯女士,人事经理,否,3,e3cbc2bc1a60959d1X1429i8GVo~,42bf28ff43a21efe03F83964GVVW,_ME1CyTHqvlh_-V1vNNVJ2LG1yFN8dzOp1zpJVfXqvh5-_k6XImbcju4xg0H-USFwkso0VDFgnkQcdeaK4Rseh9TUVShxe2QCiNqprcggmtH3pb6PHaEo_TcRiCQRN1YI6_NgFB9PLQ~,615594290,1yECquUO94v.search.53,年终奖|全勤奖|交通补助|五险|生日福利|节日福利|带薪年假,,,西湖区,西溪,120.064595,30.312036,否,否,否,否,否,否,,否
全栈开发工程师,10-15K,3-5年,本科,杭州,3-5年|本科,Java|大数据经验|团队管理经验|MySQL|搜索/推荐/广告经验|云计算经验|架构设计经验|Spring|Python,0,天芷,互联网,20-99人,不需要融资,9d0fb5f88ec1587d1HZ43d60FVc~,许女士,ceo,否,3,13938a3c2aa33c941HV42ti0FFY~,9272c6ca370d651503B_09q6EVRW,N3XzLT-lAT0jB-S1VFdT9z99hfN5oQhUfMUl8ZSrRjh4jr-DIGBUKSBJLYqLrOGmOtBXbPWdpz_fu1N1zp_DkqZgh_jiTdbsUZzJwTfURFPWZ61pq1Ma9rgFGsfFXuc48rE67QW7ZmOA,615594290,1yECquUO94v.search.54,保底工资|零食下午茶|带薪年假|年终奖|底薪加提成|团建聚餐|绩效奖金|五险一金,,,余杭区,勾庄,120.115133,30.369061,否,否,否,否,否,否,,否
全栈工程师,120-170元/天,,本科,杭州,4天/周|3个月|本科,,4,杭州安思达乐信息科技,计算机服务,0-20人,,1217c925ac9aa9bc03R_39u_GVM~,赵新,招聘者,否,3,a00f2c98710941670nN72di0F1RR,f023391600745e5f03J43Nm6E1pV,SO7tb4dFPwBXR-e1XDYECGNROoMihjtg2bNlgNmOSoc-GUQllul-0aDOg1Ed5qH-bb5uODNjXW-Olp__-lkGMwORS7Iz8PrbAWDpkINgDDqPI1ihv0mCrITZexrOeVMEMsd8wquUm3oEgw~~,615594290,1yECquUO94v.search.55,,4天/周,3个月,西湖区,西溪,120.063554,30.308403,否,否,否,否,否,否,,否
全栈开发（remote）,30-40K,1-3年,本科,杭州,1-3年|本科,TypeScript|全栈无侧重|React|英语读写能力良好|Python,0,某计算机软件公司,计算机软件,20-99人,A轮,,程女士,猎头顾问,是,3,cf1226082c7aa39d0X1409i0E1E~,cde605b64570683e03B90tW1FlpV,KmMKyl4EWXDOm-31g6Hk5kyVjuabmWjlyRiaROyj0Z24ThsYOVnVC1_TgdP14rsz43tW4lJs9vKYL7jglr9F-GtSrN8tcvvpF0p79Q9GROH5aV5_cTbBGDK0ekT38iuFEvUbDrMl2WPLpeRhjZEjC_CFGlMqlc0ziJGh_x5Vzu4mvdK7,615594290,1yECquUO94v.search.56,补充医疗保险|住房补贴|绩效奖金|意外险|带薪年假|定期体检|股票期权|五险一金|团建聚餐|员工旅游|零食下午茶,,,,,120.073956,30.290867,是,否,否,是,否,否,,否
fullter工程师（java必须）喜欢技术 全栈,5-10K·13薪,经验不限,学历不限,杭州,经验不限|学历不限,,0,杭州兮极科技有限公司,计算机软件,0-20人,,9a06850c68d45f191XN62d2_EVA~,顾先生,HR,否,3,9bbfc377294e45880n1_3d20F1pX,a3b28879779baae103Z429S4FlJZ,uKLzb12XlCIxi-21ReW3a6PZ-d6jn0_cL8-qhDOGgW-URkuB7nBmrPKoGfTkYTkJu9k45MqarNL2BwnlUF46qYN6xfcdAr85KitUuNq-5wZP5WcFO3pdBFslkQh86SAOXgcLCM_YiZewEA~~,615594290,1yECquUO94v.search.57,,,,滨江区,长河,120.229127,30.215823,否,否,否,否,否,否,,否
【急聘P6-P7】Agent全栈开发工程师-杭州,35-65K,3-5年,本科,杭州,3-5年|本科,Java|Spring|MongoDB|MySQL|不接受居家办公|推理引擎开发|ai工程|大模型工程开发|ai研发,0,阿里巴巴集团,互联网,10000人以上,已上市,5d627415a46b4a750nJ9,张亭亭,招聘专员,否,3,a98174c09a9d38360Xx52d61F1A~,91fd22c42d4972f103F739u7EFRR,FFl9-gDas52sn-n1x4o5jTDDK7t_sw35fr4R2cl0wopOeyldhj76S5CA2u8tXEo8xZ3Fs9xeNVTxAD_38Bn7Hj39TuQbOiQ86NzCfomM4n5MMICHP_4HlbldFIOWCb_y9B32xA~~,615594290,1yECquUO94v.search.58,零食下午茶|员工旅游|五险一金|补充医疗保险|节日福利|年终奖|免费班车|股票期权|交通补助|餐补,,,余杭区,仓前,120.023164,30.28337,否,否,否,否,否,否,,否
App全栈开发工程师（Uniapp+PHP方向）,15-30K,3-5年,大专,杭州,3-5年|大专,,0,杭州久良公司,服装/纺织,100-499人,不需要融资,64903c86a20326ec1X1z3tW_ElY~,周女士,负责人,否,3,04a46cd517c6d5410nB92d60FVpZ,aeae4afd62255cfe03dz0t2_F1BT,6qMdvITLl0hFX-V1rkLiqBHgReKlaTaWahPLXh68B8n2G59wV-tfL0iJCdjThuF43W0RJiC70S2aDppJDw_A-LJ0gCAVTtPdMqjTfayIajpLqbjgl7aEmMpJ_7wPtXSDc_sBqO8m0_VXHw~~,615594290,1yECquUO94v.search.59,交通补助|团建聚餐|带薪年假|保底工资|加班补助|企业年金|年终奖|餐补|五险一金|定期体检|免费工装|底薪加提成|绩效奖金,,,滨江区,长河,120.20238,30.152737,否,否,否,否,否,否,,否
全栈开发,20-50元/时,3-5年,大专,杭州,3-5年|大专,TypeScript|Java|后端开发经验|Django/Flask|Vue|全栈无侧重|前端开发经验|全栈项目经验|Python,6,启悟元智科技,计算机服务,0-20人,,f9d53891e2d0fa2d1Hd90t27EFU~,江先生,招聘主管,否,3,8d7b1fbcdc366e291XF739u0Ew~~,2994620c55c2a7de1HB_0tu5FVVQ,WFUPYOJTtDWE6-h1_ourFU60D5UFP9AqU1Fk2ZtX_NuIa0xT4EjUpyRBRhNFO7rypTNu0eM8qhzmxWjlS5zDDqUmfLo8qL1pLD35FBRHtNkWKBhQT_UpibI-kSV5uQuGHxKgmKHx2Aw~,615594290,1yECquUO94v.search.60,,,,滨江区,长河,120.215782,30.19455,否,否,否,否,否,否,,否
全栈开发工程师,15-26K,3-5年,本科,杭州,3-5年|本科,,0,闪铸三维,仪器仪表,500-999人,不需要融资,9bb79c81235bbd561XJ_3tW8Fg~~,沈红利,HR,否,3,4a7ab875e02095030Hdz3NS8FFo~,0ebb16d729ef6aff03By09u8FVpQ,NdUB2iETgLvUp-L1PcVycQqadrDEiye8Aky4hBfkLBtprZRfDWiC2YQmSmIY5-s7B2aa2vi_DrBxAGWQU08B-mWF-xaxffqwg0yQ4X9xW8BJRIlV-zjcumucMD8do9lIliIw5F1gDTM~,615594290,1yECquUO94v.search.61,全勤奖|股票期权|五险一金|员工旅游|节日福利|生日福利|带薪年假|定期体检|年终奖,,,西湖区,西溪,120.125729,30.282859,否,否,否,否,否,否,,否
全栈开发工程师-杭州,12-13K·13薪,5-10年,学历不限,杭州,5-10年|学历不限,Java|SpringCloud|MySQL|vue|Spring,0,中科朗智,计算机软件,100-499人,天使轮,fcea98a5ffc7e3a70Hd-2dW1Fw~~,艾成松,技术组长,否,3,e2f0afe7bb6a12a91HZ72d27FFE~,d806fa953b71497303V829m-F1JQ,J8CBrf1idk-nz-31pOCpkHsbh1X7tkcLNS3xm8D2u-vjJOSNCkErSqxcsnENFu7Hj_6vf5648hIXEbbJ4CZtcMR25V_GckhrYiYrbp-eDY6cuy9KkVN1rvoHwCbA7i2ktR7XCO3U_GQ~,615594290,1yECquUO94v.search.62,节日福利|带薪年假|定期体检|五险一金,,,拱墅区,上塘,120.183075,30.31441,否,否,否,否,否,否,,否
全栈开发工程师（侧重前端）,12-20K,1-3年,本科,杭州,1-3年|本科,C/C++|接受实习/在校生投递|JavaScript|HTML5|全栈|React|计算机/软件工程相关专业|前端开发经验|Python,0,宇斯人工智能,计算机软件,20-99人,不需要融资,9d8e7474d509b8251XZ90ti4EVo~,王艳秋,人力招聘专员,是,3,2e034dff5c7cf65e1nV739i6GFdU,c872ade69d8ddc9d03dy2Ny1EVZU,RdcshZJO43bN2-U1r7uVhG0bqQBBdxyE75IuvbTSQbrz0QB-uuXjBC3XYMaMJJtduGbofQlxNoLYa1J4dPNDk0AqKm3he8QU8JS6p5VLAi_8QNJa_4-v84kXEEu6e76jIA1yLqVCEOtyFeVIlDERlR7z_3jUsU2R5LEQOTmGjlOP-jkAVA~~,615594290,1yECquUO94v.search.63,节日福利|带薪年假|团建聚餐|年终奖|零食下午茶|高温补贴|生日福利|员工旅游|股票期权|五险一金,,,拱墅区,拱宸桥,120.12648,30.327793,否,否,否,否,否,否,,否
