职位名称,薪资,工作经验,学历要求,城市,职位标签,技能要求,职位类型,公司名称,公司行业,公司规模,融资阶段,公司ID,BOSS姓名,BOSS职位,BOSS在线,BOSS认证,BOSS ID,职位ID,安全ID,期望ID,列表ID,福利,每周工作天数,最少工作月数,区域,商业区,经度,纬度,是否匿名,是否外地,是否优选,是否代理,是否屏蔽,是否直接投递,图标文字,是否置顶
高级全栈开发工程师（AI智能编程助手方向）,15-25K,3-5年,本科,杭州,3-5年|本科,,0,非秦科技,互联网,0-20人,不需要融资,e821623fea49a0380Xxz3ty_EQ~~,周屹,招聘者,否,3,1b469b45dba316140X1_3NS9GVBW,5f9b9f9ee9f9862803d509u-GFZZ,OaWk_sBIAlqr0-H1ocLmz-n3I11eZKaZLzWjyr3KLIfpmwAZ0HaWoBLMwUHViStnFt3fD_DglGznOuAPyspGl0XSI-hJKOS0OXGY35fZ1E9nzCLBO41gia-egpFnGCFA-f8OMmSQ03Ma,615594290,1yGQl9q2wIO.search.91,五险一金|定期体检|餐补|节日福利,,,滨江区,长河,120.147146,30.187676,否,否,否,否,否,否,,否
全栈开发工程师,14-18K·13薪,3-5年,本科,杭州,3-5年|本科,,0,杭州时代银通,计算机软件,500-999人,未融资,96e05cc537f0b0b71nR40tq4,杨敏,HRBP,否,3,6ebe07f2a9f31a9e1nR609m1FVRR,822c98020841525a03J53NW8GFBV,lYJQarGMfNg5l-I1R8vd5gPIom79EILj5ZAo_12rD2k2w5QM_mUImR6c-edZAMFY1Ktq-KUllSC1rno_0JaedezzWvV1flHfCuVfWFOoxlPgInstjo7RlMN-tVT9enm4LjzRoJVrdds~,615594290,1yGQl9q2wIO.search.92,五险一金|定期体检|餐补|零食下午茶|年终奖|带薪年假|员工旅游|生日会|节日福利|团建多多,,,西湖区,文三路,120.134079,30.27665,否,否,否,否,否,否,,否
全栈开发,20-35K·14薪,1-3年,本科,杭州,1-3年|本科,Golang|Golang服务端开发经验|中大型项目开发经验|系统架构设计经验|Kubernetes,0,杭州鼎澜科技,互联网金融,0-20人,未融资,7d2ffbf96493057233x50ti0EQ~~,李珣,策划部组长,否,3,7f9815ebe83d2dfe1nV52tS1FFtR,3cd2f3b42361a1561Xx429i9EVVR,LHXBHWqjPSIhw-R1dkbRlk4mzy8E16wZ0K_5Bh_1_67pzm8Mm2hTJaAACSvNNgn_2tv6wbY2UnWKDJg8n7aD_3fOKfM1YPR9pm_9eVEzci9DXP4zy_d07qFsXWnA8xtvCkZDdMCarCkm,615594290,1yGQl9q2wIO.search.93,交通补助|员工旅游|节日福利|全勤奖|年终奖|股票期权|住房补贴|定期体检|五险一金|加班补助|包吃|零食下午茶|带薪年假,,,滨江区,西兴,120.225775,30.208701,否,否,否,否,否,否,,否
全栈开发工程师,55-80K·16薪,5-10年,本科,杭州,5-10年|本科,全栈侧重后端|Java|Spring/Spring Boot|计算机相关专业|后端开发经验|前端开发经验|C++|全栈开发|DFX架构,0,华为技术有限公司,计算机软件,10000人以上,不需要融资,21124e51a5ea83a80nR80ti8,汪增馨,HR,否,3,32057e7ff85d83721H1729q5E1A~,76d25681d17c1fad1nV43tq9GVtW,nFjiXSI2P7CT9-i1BXc2bOvGQK2tLATp5SziqixXp4c97BcSwEcMpwvDj9z4mCKrE9TFK8887iVll2iVVde9L240rmGlpUz4rec47FNT5YLSQoW4nZSFPR4uHe3aZvLCNj7o4dYnDQ~~,615594290,1yGQl9q2wIO.search.94,补充医疗保险|带薪年假|生日福利|夜班补助|股票期权|节假日加班费|离职补偿|年终奖|员工旅游|零食下午茶|免费班车|五险一金|保底工资|定期体检|绩效奖金|节日福利|团建聚餐|法定节假日三薪|交通补助|加班补助,,,滨江区,长河,120.203909,30.184684,否,否,否,否,否,否,,否
python/uniapp兼职全栈开发,1000-1200元/周,3-5年,大专,杭州,3-5年|大专,Vue|uniapp|全栈无侧重|flask|Python|全栈项目经验,6,上海启之迪计算机...,计算机服务,0-20人,,bedee4c3b79a3fe31HR72926GVc~,张旭,ceo,否,3,182f6d2c88d7e56203J-0927Fw~~,6a48bde9052bdb231HZ829S0EFFT,iABhPc-MjG0tn-N1VbumrSIIMwQZ-uG-OimL5MumkSJrAdtU_8mMYIYhEiRIdPp5uSA0mAxpWFsXf414w_96A7GusCfkvMOAKBr65pQaXT76LztashVM_X697aVab3aRTkjKH_YMmOM~,615594290,1yGQl9q2wIO.search.95,,,,西湖区,西溪,120.069598,30.321982,否,否,否,否,否,否,,否
全栈工程师,20-22K,3-5年,大专,杭州,3-5年|大专,Node.js|JavaDjango|FlaskJavaScript|ReactPython,0,添亿互动,广告/公关/会展,20-99人,,5819f4f720dd14141XF50t28E1s~,程女士,人事行政,否,3,bdef2764642078cb03x82dm5F1s~,bf23970f9a77c8c203J439m_FltT,eMtFn73BTbQPC--1DPDGU5kWzasaSuo04SIp1xmGLuRgAmmxwG0-ND2xcfajEXtbQFtrY0fHfdMFf0apWFTZkwv6eimyPCjrGcusSv30wXmc0_h6mDUci12S7xgRNHDWzsp4cjiVeb-J,615594290,1yGQl9q2wIO.search.96,生日福利|团建聚餐|带薪年假|工龄奖|定期体检|五险一金,,,余杭区,勾庄,120.120104,30.35411,否,否,否,否,否,否,,否
全栈开发,12-18K,1-3年,本科,杭州,1-3年|本科,Java,0,烽景,计算机服务,20-99人,不需要融资,8658ee1c2204c4be1nZ53du9EVA~,王女士,人事,否,3,c8b4a52c2addeba81HB42tW0GVA~,8c1a483934dca25e1nR-09S0GFBY,8iEOJJGrQWHut-G1NTwXmryYRpCMgzFx4WBtx0s2UjmAhA34iVjp2UozSbZP1hOBgww1lBw4xa7EBQK8Veb5nRFjfbbX9RWVlXbP9vM_Z5kefaFsmqwttRGtV2r7XddbDCEiIrIXRL8H,615594290,1yGQl9q2wIO.search.97,餐补|定期体检|通讯补贴|零食下午茶|带薪年假|五险一金|节日福利|员工旅游|股票期权|交通补助|年终奖,,,拱墅区,万达广场,120.112827,30.337377,否,否,否,否,否,否,,否
Java 全栈开发工程师,12-15K,5-10年,本科,杭州,5-10年|本科,Java开发经验|全栈工程师|Java|不接受居家办公|JavaScript|Spring,0,点微科技,企业服务,20-99人,,0afa75edb5031a703nR909W6FA~~,莫建军,技术经理,否,3,0f265a80811fc5bb0nR43N67GFpS,b6bf3fe36b97ad241HR-3NS0F1pV,PNManOp98F5Q6-Y1QzshwknCmtSlHkyyR8y7c0N48ECqSa1iDiSFKEdOIwUN5fpMtzsLaKBJvyoGTpjDcxkThP0cyA1Jeu9rrBynMVLLLxeFE-cM_l2EHtS7dm0fgHcjsNI-zrli5lE6,615594290,1yGQl9q2wIO.search.98,,,,拱墅区,万达广场,120.12026,30.330557,否,否,否,否,否,否,,否
Java开发实习生-杭州,180-250元/天,,本科,杭州,5天/周|6个月|本科,HTML|SQL|游戏引擎|图形图像处理|软件工程师|后端开发|全栈开发|WEB开发,4,网罗科技,计算机软件,100-499人,,0fbe0e06de03be8b0XB509q9FQ~~,李娜,hr,否,3,a98f8e88f60b87ad33R_29S0GFo~,c084b304c5b054411nx40tW0GVBW,hZc0KIGOwG0ON-M1ShwXVsmNSGkCv1IKbKG7yI3C3KXg85DAOYBtEgkk4cJ8AvZqYfYFqAJ5UhbejokePaGAJBPX0H_cxbSaXLx2DPi5hIbzYqXk54ncw27jZLQAyZeyqS0pfky5xdc~,615594290,1yGQl9q2wIO.search.99,股票期权|包吃|带薪年假|年终奖|餐补|五险一金,5天/周,6个月,上城区,近江,120.193189,30.229795,否,否,否,否,否,否,,否
高级全栈工程师,20-30K,5-10年,本科,杭州,5-10年|本科,,0,杭州联安,智能硬件,20-99人,不需要融资,da8e482e09dcb1d80nR709W1EA~~,赵军,招聘者,否,3,64015beb1c546cf91Hd_39m5Flc~,ca4f80317bc1956f03V40t-4FFdR,iSf45KGHMXDBN-P1-8JduUnfI_LpEndtJS-USohikmsGC47h-vUtGKT-ULV0Q3N7XqaeXnx-Fk-qY9N4aDmlF5_xgw80uncunCmaTC0xmW7mpfSNYqCnWE29F2uKV3WDz75Tt7egRi8~,615594290,1yGQl9q2wIO.search.100,节日福利|员工旅游|股票期权|五险一金,,,滨江区,长河,120.186724,30.187739,否,否,否,否,否,否,,否
全栈开发,12-17K,3-5年,本科,杭州,3-5年|本科,Vue|Java,0,臻善科技,计算机软件,1000-9999人,不需要融资,7bff1bbab604fe101Xdy2N28,蔡丽青,HR,否,3,839161efb766cbf21nZ80tm5F1o~,20360ffa3538f50f03B62N-8FVpZ,6L2NpTc2-lZi1-q1sY1iQGcVNEKmNRtoh45EAjs2CPTR_zwSxuyYs_9MZiwX6_9yO9DDz9bJwbYqnNRB7y7SBVmTyPYW7F4XE4EAfKJnF2lZ4Mp4WK4hWKK-PBwQgHvq4f5c6yS0Xw~~,615594290,1yGQl9q2wIO.search.101,出差补贴|定期体检|年终奖|员工旅游|司龄补贴|餐补|高温补贴|五险一金|团建聚餐|节日福利|带薪年假|高温补贴|职称证书补贴,,,西湖区,文二路,120.121286,30.278589,否,否,否,否,否,否,,否
高级全栈工程师,6-7K,1-3年,本科,杭州,1-3年|本科,全栈侧重后端|Vue|PHP|Python|.NET|计算机相关专业|全栈项目经验|后端开发经验,0,加砖信息,计算机软件,20-99人,未融资,f7836637748c68e71HJ909u0Eg~~,陈先生,招聘者,否,3,32bbc65ecfdf851503J90tm-F1E~,39611cf2af362ec81HJ53N-_FFZV,1sxErjMqYRD6x-k1PTJHWksZtaGYz4vLnsIFYOAUplj2b2Gqj2CVhoHePR7IkLFh_0hgkPMBrIP2gWpJhNNnqTd8lGpE5WoNynIOcUyb301VKwFp8BB7DZslsqQpAGtsLab4bt7IrDI~,615594290,1yGQl9q2wIO.search.102,零食下午茶|股票期权|员工旅游|五险一金|年终奖|节日福利|带薪年假,,,拱墅区,万达广场,120.112169,30.334713,否,否,否,否,否,否,,否
全栈开发工程师,25-40K,3-5年,学历不限,杭州,3-5年|学历不限,Java|Python|SpringCloud|架构设计经验,0,上海达容创文化传播,社交网络与媒体,0-20人,,26b142848acdea831HNy3N-4GVU~,欧鹤,招聘者,否,3,d61e6fa969c1f8f60HV72Nu1FVBQ,f2ba6026823fbf9703F_2d25ElFX,GqUmnA8GczXnG-F1lSNdgxdrggiH2Fa6L7BAv5asXWDVegJST2HuEGhKgbdDDN6vGWOJgQzWhsvlSpq_2WpZZNpzbiwJZ86WFgyOIMByOXQWugaiG9WJneiPAj9Ka4_FIENPAc-xx0Rg8A~~,615594290,1yGQl9q2wIO.search.103,全勤奖|保底工资|五险一金,,,萧山区,西兴,120.236974,30.197314,否,否,否,否,否,否,,否
ai全栈开发(跨境电商方向),12-24K,1-3年,本科,杭州,1-3年|本科,Java|后端开发经验|全栈侧重后端|全栈无侧重|计算机相关专业|全栈项目经验,0,零亿出海,互联网,20-99人,天使轮,f19e1c3f5dc30b011HJ42d26F1U~,施鑫磊,招聘者,否,3,1af1a818eb926ec80HV63965GVJW,914fb47780c8335703J409y5FFRT,ZNOCuF9vYsv0k-S15U9f9hIpVM71W9yDcHOvE82GHEQkbdUQJQR4NG9dgIU8CqvTURUii3kPuZhSce7eBLgB1WP4gfrSxFLBhl71BqcL-K6wC-V2_CL-CJNh7LDDti_troWRJtR6CPWzjw~~,615594290,1yGQl9q2wIO.search.104,带薪年假|股票期权|五险一金,,,西湖区,西溪,120.067211,30.304805,否,否,否,否,否,否,,否
全栈工程师（偏后端）,12-18K,3-5年,本科,杭州,3-5年|本科,,0,凯瑞博,服装/纺织,500-999人,不需要融资,23d6f99f79cbc51203142ty5Fw~~,俞胜男,HR,否,3,bd61dcfe3a5423df1nZ62tW1F1s~,748e627bf1d76bdb03J60t67GVtR,-yow9chCIK-x_-k1qDC24dIiDuP96pJ7xQc0tj6W3eA5XYT4ws4HBBvreC2hdLrFpCctQtmpBnn-FGI1E5Jhj1WyZJdtW7SD27QWQsrsn5NnQPrBwo1i5sL9jKNXjbuVLsCXiDIZ_ko~,615594290,1yGQl9q2wIO.search.105,包住|包吃|住房补贴|免费班车|带薪年假|加班补助|年终奖|五险一金,,,西湖区,西溪,120.125788,30.272627,否,否,否,否,否,否,,否
高级全栈工程师,8-13K,1-3年,大专,杭州,1-3年|大专,全栈无侧重|CSS|Vue|Java|Spring/Spring Boot|MySQL/Redis/MongoDB|全栈项目经验,0,东山软件,计算机软件,0-20人,未融资,3f7b6146a12e280d1XRy2N26ElI~,董善东,总经理助理,否,3,d59620e5df7838411HRy2NW4FFs~,d258a45b759f13df1XB93Nq6EFRW,P8ayRD8r1yjox-K10RpI6BV_TwV8K40jk396HgcHaqe0Ek8Uhp1C9p6k2VphZQLel0f1_PLoE0VdHDGWSHuuUqw_JZdMCbTqhnqbA1WYGagJcvI5QdqOgL6qEbQ3BpSSm_FdhndvaJQ7,615594290,1yGQl9q2wIO.search.106,五险一金|免费工装|股票期权|工龄奖|底薪加提成|带薪年假|保底工资|绩效奖金|年终奖|高温补贴|意外险,,,上城区,丁桥,120.21671,30.357794,否,否,否,否,否,否,,否
全栈工程师,10-15K·14薪,1-3年,大专,杭州,1-3年|大专,Java|PHP|HTML|全栈开发|前端开发|后端开发|网络编程|数据结构,0,画梦网络,互联网,0-20人,未融资,a2312db833e3bbcb1nBy09i6GVQ~,张晓宇,总经理,否,3,e4500ef9bb47591b1XRy2NW5FFs~,d7b166f75f39c2751nF709y9EVdV,8ExfR59MDul6q-x1Zc53O-1vzkcfSr1zVjzVh49ZlPO_yH7vxkYSgg6SAXN50JJmqH8mXRXayoqLOUYQnHCQojhkPhdsgMhRdtfof2hKldqFSLdU0yf692HoCuaM72y4ll--aORkqr4E,615594290,1yGQl9q2wIO.search.107,五险一金|年终奖|定期体检|零食下午茶|保底工资|绩效奖金|带薪年假|全勤奖|底薪加提成|员工旅游,,,余杭区,勾庄,120.127119,30.344146,否,否,否,否,否,否,,否
智能体全栈工程师,10-15K,1-3年,本科,杭州,1-3年|本科,,0,钉学科技有限公司,互联网,100-499人,A轮,21d761283daf69c21XN53t-9GA~~,阿依曼女士,招聘者,否,3,cb807fae7a563fa70XB53961FlRU,6c584343363a0c3d03F939i5EVBZ,TYnyhljMta7Oc-c18whCoDqzBK7aogsXGTkS4hYgYDywgXmFAYMmlm2qZsw51A_yhL8cQgFAA9h-WpVWsxRxmromaEbHwN4iMSlUbQZ-6MG_pO8Yri9LqDnUzfUrCWlqOX1QOSztmjcP,615594290,1yGQl9q2wIO.search.108,年终奖|员工旅游|带薪年假|股票期权|绩效奖金|五险一金|节日福利,,,,,120.008775,30.271082,否,否,否,否,否,否,,否
杭州全栈,15-25K,5-10年,本科,杭州,5-10年|本科,Java|大数据经验|不接受居家办公,0,某大型金融科技上市公司,计算机软件,10000人以上,已上市,,吴旭迪,猎头顾问,否,3,cfa471a3d9f493450nN_39u4FldV,10c56dcc73bd5c0b03J_2t-9FFdX,QQmUZc7xxt7Y4-y1rJTUAPny_H_2Hm_YpvSy1k5_ldbONWAcs2rGUV5L16u_Th93igkSfXkoZ_J6zHf3oMBaHUyVVJSAePMzpiz2tI6XHdmRJC7Skj7y41EH-Y0RuZFd3dtxf6QtpmI~,615594290,1yGQl9q2wIO.search.109,带薪年假|年终奖|五险一金|双休,,,,,120.185777,30.191728,是,否,否,是,否,否,,否
全栈工程师,1-2K,经验不限,学历不限,杭州,经验不限|学历不限,全栈开发,0,铁公宝,移动互联网,20-99人,,10ec824139488f481XN-0964FQ~~,丁女士,招聘者,否,3,2e8d99bce762a7cf03J729W8ElQ~,83090f49de07a7f91nZ429W7EFFU,95fBiOiqYhi0G-u18czErCVGo6kKNvV_sq7-gonVmaNo38Lanwuxg6SsnZkh0YjU3x9boh1HXvpf47-qiblBozplUThaCVyDoK-P-KbtUoqUKS_n0Ryje0BGkqBGzOA2gZUG42dOurM~,615594290,1yGQl9q2wIO.search.110,,,,上城区,四季青,120.207646,30.238392,否,否,否,否,否,否,,否
全栈工程师（游戏开发技术中台）,12-13K·13薪,经验不限,本科,杭州,经验不限|本科,后端开发经验|全栈侧重后端|计算机相关专业|前端开发经验|全栈项目经验,0,略微出手,游戏,20-99人,天使轮,f92d2041de1f465f1HZ82NW6EVs~,汤女士,hr,否,3,08dfe70714ff3f120nJ509y7FVtW,19a931a8a1fc178a03dy2Ny1GFtQ,LSCbfrtSB79Y_-o1xVHOB1Czdm1LJiedIYH_TX_d8qDggMGlL5za_-hdqCayghVM8l90ETvB_02T6cRhQyalt_y7hFJDlyl6cOTQRnKhkZxgLSdwkMoefs3z7je3Oz2awWKNlx2xVm7OwA~~,615594290,1yGQl9q2wIO.search.111,带薪年假|保底工资|五险一金|全勤奖|绩效奖金|节日福利|年终奖|团建聚餐|零食下午茶|生日福利,,,钱塘区,工业园南,120.368208,30.305676,否,否,否,否,否,否,,否
typescript全栈开发工程师,12-20K,3-5年,本科,杭州,3-5年|本科,,0,数环科技,人工智能,100-499人,B轮,ba741c5b030025f51n193Ny_GVM~,郑昌丘,创始人CEO,否,3,cca02926998a11140nd-0927FFBU,f7fd2f7c736e71d103F809u6EFNX,uD1oER-5mXy1c-a1sXOlaIM7-azRbdbV_iXamq8eCVZvZmHloJIP3Sr3q3eVlDgyxkeGlW8eofsVpCsE7Ka1cvbyUlPKuYApZXSOfyNlQv0dALxe0CUUfeLeyYqBh6ONjAytx2RUj5KgqQ~~,615594290,1yGQl9q2wIO.search.112,餐补|五险一金|绩效奖金|年终奖|零食下午茶|全额公积金|团建聚餐|带薪年假|交通补助|底薪加提成|节日福利|员工旅游|股票期权,,,余杭区,仓前,120.001809,30.280821,否,否,否,否,否,否,,否
全栈开发工程师,15-20K·13薪,3-5年,本科,杭州,3-5年|本科,全栈侧重后端|JavaScript|React|CSS|Java|全栈项目经验,0,绿城产服,企业服务,100-499人,未融资,5b80116484a6114f1nNy39-5E1A~,罗豪,招聘者,否,3,75af86db31171a0f0XJ709u_GFJY,74e2521f1c239d001HN409-4FVVY,qCcMTApOjWtsr-z1UYSyiH9uAH8Hbg_U7djWXoybALAP_aUhh03ryqItquK2WiMa4GKLyLPjkenV5bBfyX03YVGK8yko2WQsv5UPeM253x0SIdE_UDxjwK9d9YkoLKF3T-htFKq8yDCU3A~~,615594290,1yGQl9q2wIO.search.113,高温补贴|年终奖|零食下午茶|绩效奖金|节日福利|定期体检|团建聚餐|五险一金|带薪年假,,,余杭区,五常,120.045677,30.294416,否,否,否,否,否,否,,否
全栈开发经理,35-45K,5-10年,本科,杭州,5-10年|本科,Java|JavaScript|全栈开发|Node.js|React,0,盛康网络,计算机软件,100-499人,C轮,8741b7806d9380901Xx63927Eg~~,刘昊男,人力资源,否,3,913c6da67c9803b20nd82tq_FFpX,50d9d6083e924f821nN739y9GVVT,gcRTHIH1MzcRv-C1qwvrc_DCIfh5S_lc-lmK5mg9PRik9zpkhwjsyoYofLzUz2NGf3LOagoWf2LiMjG6HTE5wvBiPa-xf7MnJquDfwdVviZCaUDWRHJlLCi0SSFoVvU2aB6mOWYWL5dh,615594290,1yGQl9q2wIO.search.114,五险一金|节日福利|年终奖|带薪年假|零食下午茶|定期体检,,,西湖区,文二路,120.124791,30.276996,否,否,否,否,否,否,,否
游戏web全栈开发,14-22K,经验不限,学历不限,杭州,经验不限|学历不限,全栈无侧重|Vue|React|Python|Django/Flask|MySQL/Redis/MongoDB|计算机相关专业|全栈项目经验|前端开发经验|后端开发经验,0,成都电果创游科技,游戏,20-99人,未融资,6f946aab2da9f9561HF80tm9EVc~,董女士,招聘hr,否,3,69401a32e0f3b7ff33d83ty_FVM~,edec20b7ad9db59103J63929FFRT,fb2LiMWb2oVrJ-y1w26SFIHCv5mmCiLjr4wu6BRlURmMTZKctInJe0U9Q7juD2CoUF0XBLQl5mPnnIukuOy4GnWTNLe6KWWnz8wOOlFR82pUUO4lYyuPC21oySzVO5KEjIRlegYCYeYF,615594290,1yGQl9q2wIO.search.115,有无线网|生日福利|节日福利|五险一金,,,西湖区,西溪,120.138983,30.2705,否,否,否,否,否,否,,否
前后端全栈开发工程师,11000-13000元/月,3-5年,大专,杭州,3-5年|大专,Java|Spring|SpringCloud|Kafka|Nginx|MongoDB|Redis|物联网经验,6,瑞邦科特,其他专业服务,100-499人,未融资,6d08ab52d1b304cf1nd409q0EFQ~,伍莉,人力资源,否,3,54cfc1c7994888cd1nVy0968EVpX,3bf546894c6059a703B90t25GVpY,nwI1kYLNnVP5l-K18Im64mKGBo4VMRQBK3vi7q7cQ1zY73tQw-GraFHrUB9dOHalmo-swWx8N20uNACwdU845bCZtx7hGKmJ9AIBwnv1-5jUB7nJTnX-rHpObwgNbn15A3Gz5y6VnHhZBg~~,615594290,1yGQl9q2wIO.search.116,股票期权|员工旅游|全勤奖|五险一金|带薪年假|年终奖|餐补,,,余杭区,小和山,119.998274,30.206748,否,否,否,否,否,否,,否
java全栈开发工程师,14-28K,3-5年,大专,杭州,3-5年|大专,不接受居家办公|Java|Spring|SpringCloud|MyBatis|MySQL|Redis|架构设计经验|物联网经验|音视频经验,0,质心物联,通信/网络设备,0-20人,,8756d206d8713d261n192tm4FVI~,张未来,人事专员,否,3,1216124c8cd6f2820nV-2Ni-GFVV,8899eeef473061c11HF80t67ElVQ,i4pWCcy9Zuy6t-B1EMeCIa8Wy-DChv6m-yLzT2PT8dEsyKhdvVEXNWA2IOSJestHOYfoMWbp5OBHBuMHF4-1nPwrPpW7EaBGi7PvJhHR_cAd2B7j1lSF2C4WiFbxY0XLYthuVb2LTq5yaw~~,615594290,1yGQl9q2wIO.search.117,节日福利|底薪加提成|团建聚餐|零食下午茶|有无线网|年终奖|保底工资,,,余杭区,仓前,119.982573,30.276446,否,否,否,否,否,否,,否
全栈工程师,20-40K,5-10年,本科,杭州,5-10年|本科,Java|前端开发|Spring/Spring Boot|后端开发经验|全栈开发|全栈侧重后端|数字化风控|MyBatis|MySQL/Redis/MongoDB|计算机相关专业|全栈项目经验,0,泰隆商业银行,银行,10000人以上,不需要融资,5847e51ff7600b6f0Xd439m0,苏先生,经理,否,3,b870cda6536830ad0HZz39i7EQ~~,876097e0261459911XZ80tW6EVtZ,tT7sdnsGB6Kjj-r1KkU125BMvzds4V9EuyDVpixoAToZsiaDxKGoM0NxJGm8aL--qBAeHnJPJiK_uQUedhM85wa-uljkxbU038QWFadl62D9Pj3Cvv7wKjaDkYj4uWk-CnK_C64A,615594290,1yGQl9q2wIO.search.118,补充医疗保险|带薪年假|员工旅游|节日福利|年终奖|加班补助|股票期权|五险一金|通讯补贴|定期体检|带薪年假,,,上城区,近江,120.196574,30.22445,否,否,否,否,否,否,,否
全栈开发工程师（侧重前端）,12-20K,1-3年,本科,杭州,1-3年|本科,C/C++|接受实习/在校生投递|JavaScript|HTML5|全栈|React|计算机/软件工程相关专业|前端开发经验|Python,0,宇斯人工智能,计算机软件,20-99人,不需要融资,9d8e7474d509b8251XZ90ti4EVo~,王艳秋,人力招聘专员,是,3,2e034dff5c7cf65e1nV739i6GFdU,c872ade69d8ddc9d03dy2Ny1EVZU,MSdOiOCpTXA0u-p120yXdAVSv65xW0lJDqwtLDE-pI6CrfW15225QFnfxOTPfIiOTIiToXuY4xzoHAcBUYbTlN-6gaLcnAAmXLD5d7dJbya_joPbgxZWQ6uQ1raYnyqjvHwbDdFtj3E-VKt-aeJiXf38Hop5K5qS7VYA1gvoUK97L4YHdA~~,615594290,1yGQl9q2wIO.search.119,节日福利|带薪年假|团建聚餐|年终奖|零食下午茶|高温补贴|生日福利|员工旅游|股票期权|五险一金,,,拱墅区,拱宸桥,120.12648,30.327793,否,否,否,否,否,否,,否
全栈开发实习生,150-300元/天,,本科,杭州,4天/周|3个月|本科,Web前端|游戏前端|后端|Vue/React/Angular|Python|React Native|前端开发经验|游戏开发经验|英语读写能力良好|英美留学生|澳加留学生,4,晨风清兴科技有限公司,计算机软件,0-20人,天使轮,80c053dd42b1d9f81n1y3Nm5FlM~,佟先生,CEO,否,3,988d9d34af3e76f403Z8096-EVE~,c04afa5887b6cad01XNy29m7FFpT,G2_mhTYQZDKAF-U1LaE5jknF-gBEMYACqk99cQfXr25-0ADHt_POEQ8HnlI9-r7Y8KBlNEvzXLZegodTcSC5KKzsGmcXTI9Hpzex-Ob3Y_33LkMWmKN_glQdJwTw6hFs4nJLjaccI0sR,615594290,1yGQl9q2wIO.search.120,带薪年假|年终奖|股票期权|餐补|零食下午茶|五险一金|员工旅游|节日福利,4天/周,3个月,余杭区,五常,120.021523,30.288646,否,否,否,否,否,否,,否
全栈开发工程师,16-26K,3-5年,本科,杭州,3-5年|本科,全栈无侧重,0,杭州小黑力科技,计算机软件,0-20人,,dff60a8bb14acdf903V_2di4GFA~,李永成,招聘者,否,3,c8af869ed1731b480Xx60ti-EFdY,6f27602148027e6b03B52Nu0GFBQ,YwrnCAKyBRLVi-M1XveZExm9DRlxvRhOupWzIbkR6CrKt-ascOjZbUWqmXfw5mn52h2ySogckdqPzwBvNqPBkitUC8ZakZHEXFqw5JZVK4A-Pnk8Gi2PgFz2hW21m_z_R5lmU46Kb7ihWw~~,615594290,1yGQl9q2wIO.search.121,,,,滨江区,长河,120.202089,30.182419,否,否,否,否,否,否,,否
java全栈开发工程师,7-12K,1-3年,本科,杭州,1-3年|本科,JVM|Java|Nginx|不接受居家办公|分布式经验|Redis|Spring|大数据经验|Docker|微服务经验|MySQL|MyBatis|架构设计经验|Oracle,0,松格科技,计算机软件,20-99人,不需要融资,fed15d8c8c0c5e901nZ-3Ni5FlY~,王女士,人事行政,否,3,83d76e6485ca60480Xdy0928FlNW,36bb6720072f08a503d929W6EltX,Bop4v18cSi_DT-t1Hg1U0bqWTmrpQ6iI9HyIWM964XIt9vjcK40NPwCo46VYSRVCR65dixYPtG_aoMs3righYTDrAuNCdxq2Ob9-Kib618IOsoIwjBv88diCyuMBW1hRGcNRVh_jpHLDnw~~,615594290,1yGQl9q2wIO.search.122,带薪年假|年终奖|五险一金|员工旅游|交通补助|节日福利|加班补助,,,萧山区,钱江世纪城,120.239876,30.239141,否,否,否,否,否,否,,否
全栈工程师,10000-20000元/月,3-5年,本科,杭州,3-5年|本科,Golang|全职/兼职 均可|Vue|全栈无侧重|大厂经验优先|远程,6,鲷鱼科技,互联网,0-20人,天使轮,9d719d621e6e593003Z92dy1GVY~,王琰,运营专员,否,3,85111e08d5fa443e03R83d-1F1s~,4cc48f6db52a731a03J639y7GVNX,eY9nNPXg5xdSM-51-5sl7ChFUxMerKxk9EEv13Dodo45yrw1kX1J1Y2vqebTzk11MwcPuPLzn-TeHYGgNN9FcnjLoKODS2pQ0kqACL_PsXdv6e47EGY4RxOX42xOBvlbty1u5MbJXLiX,615594290,1yGQl9q2wIO.search.123,,,,萧山区,宁围,120.258752,30.180681,否,否,否,否,否,否,,否
全栈开发工程师,8-13K,3-5年,本科,杭州,3-5年|本科,Golang|Java|Maven|后端开发经验|全栈侧重后端|Vue|HTML|计算机相关专业|前端开发经验|全栈项目经验|TypeScript|Git|JavaScript|Python,0,杭州龙特星辰科技,互联网,20-99人,不需要融资,c5509c0ae78a1d1003V62tu5Fls~,何先生,创始人,否,3,c1a65424166ef2e51H1z3dy9GVs~,9da383bf90f2390503d83t25EFdU,DbmUwkWkl2FMX-Z1BI0Hj0EC0vIi4Qs8tB-cXlkjOUb6bjh5HZsAiVqP6w5gijSmg6O65UBcn_zBgzN0aXzMIJ6AGDrID126AUkQBQWFjjY68NsVD8G2vQ5NeEzeSS5rRy9qyvC9otCL,615594290,1yGQl9q2wIO.search.124,股票期权|底薪加提成|年终奖|保底工资|节假日加班费|绩效奖金|五险一金,,,余杭区,勾庄,120.115133,30.369061,否,否,否,否,否,否,,否
