职位名称,薪资,工作经验,学历要求,城市,职位标签,技能要求,职位类型,公司名称,公司行业,公司规模,融资阶段,公司ID,BOSS姓名,BOSS职位,BOSS在线,BOSS认证,BOSS ID,职位ID,安全ID,期望ID,列表ID,福利,每周工作天数,最少工作月数,区域,商业区,经度,纬度,是否匿名,是否外地,是否优选,是否代理,是否屏蔽,是否直接投递,图标文字,是否置顶
高级全栈工程师,12-20K,1-3年,学历不限,杭州,1-3年|学历不限,全栈侧重后端|计算机相关专业|全栈项目经验|前端开发经验|后端开发经验,0,杭州赛协科技,职业培训,100-499人,A轮,e3b50babf694fef11HNz0tS-GVs~,张先生,ceo,否,3,bbd523d27bdf9ccf1H1-09i-EVs~,37540e9495e11fa403J529i9EVFS,IEqlz1a9Qyom4-k1YixbT3_B8cbgLoN7Qe0rKR4dHZdsHm3h7yjwL-u7l7sxaGk-cbdDo1snBf7EWdnN0GIVxLulKulBjSGKz9NqDRrXpDny6TSaFF7-jtMgwP0F9LtdZVk6jfWxlGsI,615594290,1yGQl9q2wIO.search.226,绩效奖金|全勤奖|通讯补贴|零食下午茶|底薪加提成|员工旅游|五险一金|工龄奖|带薪年假|宿舍有空调|股票期权|国内/外团建|生日福利|保底工资|定期体检|年终奖|团建聚餐|意外险|包住|有无线网,,,上城区,四季青,120.227271,30.269244,否,否,否,否,否,否,,否
全栈工程师,12-20K,1-3年,大专,杭州,1-3年|大专,全栈无侧重|Vue,0,关渡网络,移动互联网,0-20人,天使轮,110b4f7dbf38c2711HV_090~,易际越,招聘者,否,3,992517d792b03d631nN63Nq1Fg~~,c012477ec79f94181HN-2Nu8FFBQ,KlwFhoyQve5Qt-G1-3VmrC_gHFa40DKDBruZUfWBwDBmRdGC98CIM2KP_goUWJreEe4p7vS8lZEBO0zsjsrzoOVXqKmDuJMPSN5yMRAgDyO9lRV2XsOdgXcLkJ7XYTtFHSOM-ho~,615594290,1yGQl9q2wIO.search.227,年终奖|底薪加提成|员工旅游|餐补|五险一金,,,滨江区,浦沿,120.15667,30.161481,否,否,否,否,否,否,,否
java 全栈开发工程师,15-25K,3-5年,本科,杭州,3-5年|本科,JVM|Java|Nginx|不接受居家办公|Springboot |前端|Redis|搜索/推荐/广告经验|Spring|大数据经验|Docker|微服务经验|MySQL|Mysql|MyBatis|云计算经验|云服务 docker,0,星耀互联网,电子商务,20-99人,,c6c5481165887c641X1-2ti_ElM~,章女士,HRD,否,3,0f96f27b873c95851nZ62dS8E1Y~,0c79b3cb170cec3d03F939y6EFVY,WDr5zS2qbHkY2--11_BdnSWj31ldf2VJ2gZeIAiNQUCu_DBYAN2OqVwXkUXOFfwFgIRUx_2FgnXXMp21wj9nLK5hoyEuIWyO13CNE8qNM8AmMfNyS-AWD8-LOIU8xlqWVVrSeMjePVu6,615594290,1yGQl9q2wIO.search.228,,,,钱塘区,工业园南,120.339509,30.289336,否,否,否,否,否,否,,否
全栈开发,8-13K·13薪,3-5年,本科,杭州,3-5年|本科,Java|SQL|MVC开发|前端开发|后端开发|全栈开发|技术合伙人,0,浙江鹤立,机械设备/机电/重工,20-99人,不需要融资,5f4b26347f8db5601nB42dy8GFU~,黄慧珍,经理,否,3,6ee2cab2a30f21be0nZ729y_FFFY,ac327f66c13ffe8d1nZy29q7E1pQ,N5PSpNPpx9hHZ-k1YGq3N7x3A7OPliFLYLUq05OwoRINx3uuWPhyorhiFRsW_8gFb0ppnkr8LmlYH2hHKYTecoJcXCZC3xxxW0ccwhGSnh8QUxQJM6tfe1LUo7AqiZCp6ChTFb_D949muQ~~,615594290,1yGQl9q2wIO.search.229,免费班车|员工旅游|带薪年假|通讯补贴|餐补|股票期权|加班补助|年终奖|定期体检|五险一金,,,滨江区,西兴,120.216111,30.186306,否,否,否,否,否,否,,否
web端全栈工程师,15-30K,5-10年,本科,杭州,5-10年|本科,web|Docker,0,名匠北京分公司,游戏,1000-9999人,不需要融资,9e1fa775e853b6201H17296-GFc~,苏女士,人力,否,3,4b2ea374fd6fb7741nZy3t-7EVA~,beef29896c17265603J42di7ElNU,sBUBroE9ytdT5-E1TKzJaadDM97Pw6GwNR-PlmMAwRve699B_mAUuots4LtzEQJNw-w9C3nJRycsTWa8upBGjpW80U3j_j9Cl0NOdlCadtHh64t_mimhtoKZqCcdoms_F5FqLGbSbiG4,615594290,1yGQl9q2wIO.search.230,绩效奖金|定期体检|底薪加提成|五险一金,,,滨江区,长河,120.222563,30.180827,否,否,否,否,否,否,,否
全栈工程师,10-15K,3-5年,本科,杭州,3-5年|本科,Java|JavaScript|Vue|MySQL/Redis/MongoDB|计算机相关专业|Python|全栈项目经验,0,渔遥科技,计算机软件,20-99人,不需要融资,5fa814d16ae4c9691n1z3du6EFs~,王女士,副总经理,否,3,f9d72cb84a01d3ce03B429y_GFY~,bf93462b9cb9d24603J72t21ElJS,kwPqDG5KzKwtK-B15G5DFU3GOACzA8D8CFoghTqtunhb4sJUNKKBSA2a1PcCRoqyrywB-OpyuifNJm9KH5kmLs2tRoR5eTrDiCbZb0RQu5st4ciUr4EeiRkIAsaWn_6bSj-9Fp8E5Bl8,615594290,1yGQl9q2wIO.search.231,五险一金,,,滨江区,长河,120.215039,30.179378,否,否,否,否,否,否,,否
高级全栈工程师,25-35K,5-10年,本科,杭州,5-10年|本科,Java|Spring/Spring Boot|后端开发经验|全栈侧重后端|JavaScript|Vue|MySQL/Redis/MongoDB|全栈项目经验,0,杭州深算授渔科技,互联网,20-99人,天使轮,01a3573f4e4ada7e03R82NS5E1o~,何亮,人力总监,是,3,8a0f1dfdb7f012220XZ_3N-6Eg~~,cba14c1092fc90e103B_3Nu-FlpX,Ypju8NSRXjkWo-d1bqJlwPbKM5EUZyqWNKE2R2dhiQ7LufhqFtl5bAkGO8ktwrLmMEa14x6ZML8_Ibshi_McZ6QJxVC_4dXMpyFAZ088b85MYw7sHHA_zuzf6mRb_HjRGf_lnNQYNA7AR92AGqbCIVXiu8TkzReHPrhklciZtTzcTPE~,615594290,1yGQl9q2wIO.search.232,团建聚餐|保底工资|员工旅游|免费工装|带薪年假|工龄奖|定期体检|股票期权|底薪加提成|绩效奖金|有无线网|五险一金|法定节假日三薪,,,上城区,四季青,120.231582,30.265656,否,否,否,否,否,否,,否
全栈工程师,8-13K,经验不限,本科,杭州,经验不限|本科,Java|Spring/Spring Boot|Vue|JavaScript|可兼职|MySQL/Redis/MongoDB|Python,0,杭州通易智慧科技,人工智能,20-99人,未融资,57d688f24639f8fb1H182tq4Flc~,吴先生,创始人,否,3,bfef473bbb85071e0Xd929W6EVo~,20e53a668d67056503V82tW0FlJU,oNgmYAoK9h4Bp-910EWuSID9hsKmynqCNtpNeX55qEpb0pko1a4rhDVw-DJFXaxuFk6nXGE7yNi0ZPtPCnv_1HOfHQkEsTotZetbt5H4DyJGKRcag9kOorjxab3OC6nOszMoC-o3I5xx,615594290,1yGQl9q2wIO.search.233,股票期权|五险一金,,,西湖区,西溪,120.100659,30.300959,否,否,否,否,否,否,,否
全栈,15-25K,1-3年,本科,杭州,1-3年|本科,全栈无侧重|HTML|CSS|Java|全栈项目经验,0,某互联网公司,互联网,20-99人,不需要融资,,刘洋,猎头顾问,否,3,4cbcf357de62bbc61Hd43t67Fls~,69b0842423a2522a03Fz09y1EFVV,BIJ3-l3c1tZmN-11KRkSZ2ToUg5wTLeRbHhpCBRjrxAwQ58Igs2OIarkauCoPB3ioNLhpDAwZmhqsFan35o2XEWdunWbZOCeeCXzC28ftj5aDky5l75DmKuMBXNscCMQC4-4ZkC5pFPi,615594290,1yGQl9q2wIO.search.234,定期体检|餐补|交通补助|节日福利|年终奖|全勤奖|五险一金|零食下午茶|带薪年假|加班补助|员工旅游,,,,,120.200941,30.182263,是,否,否,是,否,否,,否
全栈开发工程师,15-18K,3-5年,本科,杭州,3-5年|本科,Golang|后端开发经验|前端开发经验|全栈项目经验,0,杭州瞰影科技有限公司,人工智能,0-20人,天使轮,cb5097539bfcb1671H1439S7FlQ~,李先生,招聘经理,否,3,6302c990ea2ab41d0Xxy09-6FlBZ,26452ed6f1c6198003V42ty0GFRS,pttrad2waEVI0-914EISkkyLXJct_bnEtbApK6usq0VoOEZRPvYdIDhzd-iUoyiYQTbF2YUJdVVTBqkMeSQhrjtgKBCUSBQ4g49vZ0TmHmCqmO2EHexqXtikgD4PgOvxbJJ6CxyR11qkwg~~,615594290,1yGQl9q2wIO.search.235,股票期权|带薪年假|员工旅游|节日福利|五险一金,,,滨江区,长河,120.220394,30.212875,否,否,否,否,否,否,,否
全栈WEB开发,12-20K·13薪,3-5年,学历不限,杭州,3-5年|学历不限,.NET|C#|SQL|JavaScript|HTML|CSS|ASP|JQuery,0,海南广播电影电视公司,游戏,20-99人,未融资,a02bee55538cfd2403Ny2Nu7EA~~,梁先生,经理,否,3,b552a5c72f7455580XF909q-F1U~,7aca4d3cb09410e00XR909q8E1c~,pCjQsl4Atd9MB-e12udKSC0Ps5IH79XNQR9l-w5XvMqHw3oC3JQBVtQtOSGCkdgdIlXEwU9KSfYFkH67QU2dlWOUuhoTsAUlty192A-VG5-mx8LWBPSgUbfd40JPDu3ZsTwtriCKqA~~,615594290,1yGQl9q2wIO.search.236,五险,,,西湖区,西溪,120.071575,30.293114,否,否,否,否,否,否,,否
全栈工程师,10-12K,1-3年,大专,杭州,1-3年|大专,Java|后端开发经验|JavaScript|Vue|全栈侧重前端|全栈无侧重|MySQL/Redis/MongoDB|前端开发经验,0,浙江国通电气科技...,计算机软件,0-20人,未融资,5c1473dfd49263e31nV629y0EFA~,穆先生,项目经理,否,3,7548b548e6e2e4c41nVz2N20E1dV,ebb7bf0b2b35f8eb1H1639-_FFBY,2aPLMgGcsYpih--1MoEFWudYuOWcTJ2_V__8YslmrC1bHIa0TrNgf57wn5eEehTq-aGYYeCneGsNws4kmMYh8QQ7qArkxzpjL5xOQuodGCAkDcJTsqVxjAFNPzz_gvVsbVX1BLGcGg0UIw~~,615594290,1yGQl9q2wIO.search.237,节日福利|零食下午茶|加班补助,,,余杭区,仓前,120.003016,30.280297,否,否,否,否,否,否,,否
Python全栈工程师,7-12K,3-5年,本科,杭州,3-5年|本科,Python|Flask|Elasticsearch|Redis|MySQL|架构设计经验|团队管理经验|爬虫经验,0,杭州蜜鹞媒体有限公司,大数据,20-99人,A轮,de9d6ae01b6551091XR52Nm5E1U~,斯迪光,执行股东,否,3,0e022a0c43f5030e0HB73tS7EVc~,b178e6368ae3f1e703Z_3du_FlVS,9tFqi1xdz0uwR-W1MUlOjPumZvkYhp7e3BfmNJwK6xu97s8ftwvleEKTYKIyf-447K5aQCg2JBGeqnkKWkoRWHBHAC35N1oK259FmGZXjiATFPJTjnQwjpLBSoCSSiOrPTSyYoLF-eIv,615594290,1yGQl9q2wIO.search.238,年终奖|五险一金|员工旅游|带薪年假|餐补,,,西湖区,西湖,120.100803,30.270985,否,否,否,否,否,否,,否
全栈软件工程师,15-20K,3-5年,本科,杭州,3-5年|本科,Java|JavaScript|HTML|计算机相关专业,0,武汉创瓴智能科技,计算机软件,20-99人,未融资,0046ce96d03727d61XZ53Nm1GFA~,肖自卉,人力资源专员,否,3,51ae33aa29f0d0390Xdy3Ni0FlFR,1680a36392461c2503d90tW1E1ZU,b02Uq1bX3SDBI-21MvQuQIDb02ioDi_DANAMZySmbCsHme_QGGA-WpMmnZNPi4QBBllH5zOQgjS5k-W7BhAqfTEqiTelYaAy6A5QYWsvMajPRuG_Op93Vh3vr4-tzH7tYGxR11_AXRV1_w~~,615594290,1yGQl9q2wIO.search.239,保底工资|底薪加提成|团建聚餐|五险一金|年终奖|绩效奖金|员工旅游|零食下午茶|补充医疗保险,,,余杭区,仓前,119.965839,30.27056,否,否,否,否,否,否,,否
java全栈工程师,8-13K,经验不限,大专,杭州,经验不限|大专,不接受居家办公|Java|Spring|SpringCloud|MyBatis|MySQL|Redis|MongoDB|架构设计经验|分布式经验|微服务经验|项目经理|微信小程序|独立开发能力,0,瑞得友,计算机软件,0-20人,,1cfb5b99ecd6be951HZ52966ElE~,陈光照,经理,否,3,d2875f394889a7bb0XB72d26GFE~,eec6427b6598fafc1Hd62Nq7F1BX,vjRZTFzDRLb8H-f1wnt4VCmMHIlH3QtzxhXV3ABfzwZWzGApUGQC1i-yFB30ZI4yuCMKztVJ_qjDEasegsbDmUo9yllig59o7YJBzHPsPUpxw9gR0ySK916-TQFq0YTJJSws96zdO4Ij,615594290,1yGQl9q2wIO.search.240,,,,钱塘区,义蓬,120.492565,30.26284,否,否,否,否,否,否,,否
AI 全栈工程师,200-250元/天,,硕士,杭州,4天/周|3个月|硕士,全栈项目经验|前端开发经验|后端开发经验,4,源舟坊,人工智能,0-20人,天使轮,e28ac5d812550a3403Z73N65EVM~,董先生,招聘者,否,3,421894d79dd211e90H193d2-EVA~,c0a940984551cc2a03Fz2dW6E1VX,pRXeiNruje_FK-e19gF_nRcywidP_mCub_f0UeVNHjMD3DJRDEfOiOupU9wRxshscoVQSHMlCb9nuhz_1by43q9wrZSuHFe3Npmt9aWdsY-txSAkWOWhcSq_07pb9QUVxvaElbMVqzvD,615594290,1yGQl9q2wIO.search.241,定期体检|带薪年假|底薪加提成|全勤奖|夜班补助|工龄奖|补充医疗保险|加班补助|企业年金|五险一金|股票期权|意外险|员工旅游|保底工资|节假日加班费|年终奖|法定节假日三薪|绩效奖金,4天/周,3个月,余杭区,仓前,120.000697,30.288273,否,否,否,否,否,否,,否
全栈开发工程师（PHP/Python方向）base义乌,15-20K,5-10年,本科,杭州,5-10年|本科,全栈侧重后端|JavaScript|Vue|PHP|Python|Node.js|MySQL/Redis/MongoDB|Django/Flask|计算机相关专业|后端开发经验|全栈项目经验|WordPress|API|AI|ERP,0,杭州卓雅互联网,进出口贸易,100-499人,不需要融资,792d9a16dc99c2721XBz3t-_ElE~,张先生,企管总监,否,3,729f1b01e72fed730XVy39u7E1I~,57983e44f2c6644303B42Nm4FVBX,UxnglEVdyPThv-v1_pAcBkw7MENi8f948DiDGO2X8SKTdzeZpekbNwaN-XC5T5F9SXIjv-NYHfOWOvyZEPLTZOXnZ4gCoLuzDKGiKEqUcV_-L8D3Ir_HObaD8UKkGrltLMp1ZFe2C8GE,615594290,1yGQl9q2wIO.search.242,节日福利|全勤奖|工龄奖|绩效奖金|五险一金|底薪加提成|保底工资|团建聚餐|生日福利|员工旅游|带薪年假,,,余杭区,仓前,120.000297,30.282562,否,否,否,否,否,否,,否
全栈开发工程师,12-13K,3-5年,本科,杭州,3-5年|本科,全栈侧重后端|Vue|JavaScript|HTML|Java|Spring/Spring Boot|MySQL/Redis/MongoDB|计算机相关专业|前端开发经验|后端开发经验,0,杭州海智拓信息科技,企业服务,10000人以上,,f79122391c7fd4d01X193ti9GVQ~,王女士,招聘专员,否,3,31072ce7476c77ec03V72929FVQ~,fb622fc628c0e98503F739S9E1ZT,71Nxru8FOGPqr-S1qk5ygasg7_svClGgJl8usS7PwbM8qICqwH60eg2TFdOMZXTJPzmMfQVYcWgWnwvKzSfBa2MfdS8ceg7n11JVz2bw38iykphgarfByvY4ntxhAO9Naf-BxgqhxTO9,615594290,1yGQl9q2wIO.search.243,,,,临平区,东湖,120.298066,30.390212,否,否,否,否,否,否,,否
全栈工程师,8-13K,3-5年,本科,杭州,3-5年|本科,Java|后端开发经验|JavaScript|Vue|前端开发经验|全栈项目经验,0,亦笔数字,计算机软件,0-20人,,2e12fb8905f5fece1Xd_2d64EVE~,马先生,招聘专员,否,3,ebc3d311b321d28d0Xxy2tW6ElJS,da10a3c186ce758003V43d2_FlBY,3sWP4Cwz9dqxR-x1OZZRUmXH0UdCux64Z34-qIDr8kcyEUkt01ygKaG1LWv6Ky0a7IAQho6O0Q6A_PNfJf-OsWWgSDWfpR0rD91cLzK7Y6RMb35mFGtVfQoqUQ7PJjPkBVjf59EPz2Nnyg~~,615594290,1yGQl9q2wIO.search.244,,,,余杭区,未来科技城,120.001772,30.280799,否,否,否,否,否,否,,否
全栈开发工程师,50-80K,经验不限,本科,杭州,经验不限|本科,,0,某大型计算机软件公司,计算机软件,1000-9999人,,,王女士,猎头顾问,否,3,4efd40c3e352196c0XB93921GVtV,9a266028251f010803B_2Nq4GVdW,cAWjY5ONmVSw_-71B6L1CWXn3UKSf88dmV64iYlKrkAzbXc1XeRFwV9BrDdm0M3HMmDV1rmewSGoc_g_1ocI9UYDV4EeySUka4cxKtQFzh3JmjhKqpm78xmbVBLm2jZcLwjx03S-zWMbzw~~,615594290,1yGQl9q2wIO.search.245,,,,,,120.099378,30.266388,是,否,否,是,否,否,,否
高级全栈工程师（自由职业）,10000-25000元/月,5-10年,本科,杭州,5-10年|本科,Vue|React|Java|PHP|Golang|全栈项目经验,6,酷站(杭州)科技...,计算机软件,0-20人,,605a42ac300e52521nJ_0ti0GVo~,王继超,技术主管,否,3,7d64a33608d35c321XRz2ty8FFo~,7e291dd3cad2c40c03B80ty8EldT,f9kFnd_hOZjkk-L1S0yQaohXyzm0wr6zvZCDStyGO5PRs8XWfBG5pnFVph9QyN_z_FP1e94FCNHhWOKXNRjjxVgi2J4ZfsduKW4UUIs_RRMZEcilMIWpx2tPmwEwAmEbnHs7c_b85RHr,615594290,1yGQl9q2wIO.search.246,,,,萧山区,钱江世纪城,120.256318,30.231308,否,否,否,否,否,否,,否
app全栈工程师,12-17K,5-10年,大专,杭州,5-10年|大专,JavaScript|Python|Django/Flask|Spring/Spring Boot|MySQL/Redis/MongoDB|MyBatis|计算机相关专业|APP|uniapp,0,杭州摩的科技,互联网,0-20人,天使轮,6a351a33e7a41f541nJy2tS9FFY~,程先生,招聘者,否,3,1f5385e87ce0362c03R_0tq9GA~~,f3a8312997160ff21Hx939q8EVBS,ljpNXwmLfmI4j-01fq_IUtonQYzuf0g5Ggd2B3qFNOCEfdhYfHSV4QUyp7FWeTgo5qsJiMbqxh-LrW1szd-OjUliPURYZa221nofdV0UEfsuzE9NkXbxIefqyVnOlGCZvLDF1nT9z4A~,615594290,1yGQl9q2wIO.search.247,团建聚餐|员工旅游|带薪年假|意外险|五险一金,,,余杭区,西溪,120.027421,30.245187,否,否,否,否,否,否,,否
java全栈开发工程师（ERP方向）,20-30K,5-10年,本科,杭州,5-10年|本科,JVM|Java|不接受居家办公|分布式经验|PostgreSQL|Kafka|Redis|其他|Spring|ERP开发经验|Docker|微服务经验|英语四级|MySQL|MongoDB|架构设计经验|Oracle,0,捷珂,进出口贸易,0-20人,未融资,10b270f0454515c53nF73tq1Ew~~,陈女士,总经理,否,3,2128ae5e3677df2c1nVz29m6EFtT,807e0c49bda0e2d603B53tm-FlFT,hNeHBc2l0CEKS-61MXem5VQe4IYehxUWLJa18xl5YoBmrCogCuv7At118yBSvIoIVa8XNZ5wdaOOZpMxGsq5dMH6K_SAg3WajsmdeYf-9BqUSKjk-krO8aK0XOjzD3Dbh116IXdHx3RN,615594290,1yGQl9q2wIO.search.248,带薪年假|底薪加提成|高温补贴|餐补|节日福利|生日福利|有无线网|五险一金|员工旅游|团建聚餐,,,萧山区,钱江世纪城,120.255306,30.237285,否,否,否,否,否,否,,否
python全栈开发工程师,17-20K·13薪,3-5年,本科,杭州,3-5年|本科,Django|MySQL|AI|Linux开发/部署经验|Python|Flask|低代码,0,衡泰技术,计算机软件,1000-9999人,B轮,1bcde1879cd87e111n1509W7E1o~,陈女士,高级招聘专员,否,3,4418fe9f3e9f7bde03F-29i9EFE~,2c3e6e4a4277bbae03d409i1E1ZY,Fi2S6iT8ASttH-Y13cIw3AgLAxYB7EfZh4cS7mnVLSv6AEWZfu6Xe_UJyjhwqQoR2cSyMpNh6Eu1zAPkcFlpFP2vewsHaxyV5Nz9typJoQ6Q3V4Qi-ockMs1nC9PzuiCD24O5BP36Pci,615594290,1yGQl9q2wIO.search.249,定期体检|零食下午茶|五险一金|餐补|节日福利|员工旅游|带薪年假|年终奖,,,上城区,望江,120.20896,30.235585,否,否,否,否,否,否,,否
WEB全栈工程师,10-13K,1-3年,大专,杭州,1-3年|大专,JavaScript|Angular|React|Vue|全栈项目经验,0,幂链,计算机软件,20-99人,天使轮,0531384901d1c5b63nBz2ty7EA~~,李卓书,综合管理,否,3,374cad531f59db1833F82Nq7E1Y~,9ab074a002d524e403dz3tW_EVtW,Qzg58CeKcc3qm-Q1P_IN8Hw3byWbe9JvhINIPNpXe-xwu27Ur6hB5EjjH-x3f1dQXM5iaF-AGqhh1JflVdrfrM0pHHuL7z4DE6yRrURBAZWNNAofsE_uZeONDmm_UZ9b1skAy8NIY7Y~,615594290,1yGQl9q2wIO.search.250,股票期权|加班补助|补充医疗保险|节日福利|五险一金|带薪年假|年终奖|员工旅游|零食下午茶,,,西湖区,西溪,120.08439,30.257904,否,否,否,否,否,否,,否
全栈工程师,13-17K,3-5年,本科,杭州,3-5年|本科,ThinkPHP|团队管理经验|全栈开发|PHP开发经验|MySQL|VUE|TP框架|PHP|HTML|LNMP/LAMP|MySQL/Redis/MongoDB|PC端网站开发,0,多象科技,电子商务,0-20人,未融资,d79333649d2c67d11nF82tu5GFs~,喻仕瑜,经理,否,3,a8fa9050908c75930nR409W6FFtT,a68ddae5487979581nJ73di_EFRR,RzZyqPHi8QGuw-31S91HJHZGLvT7I5tnaVe_-HWFkiUYE7M16g8mqDrIKaL2UKJppqgTCmzCVGpKWP7zz4CME3mi6BAO_8JeUvgnfk54lTLc6WWvCpCmewadQxVA3_m2Ko0juRZncn0ekQ~~,615594290,1yGQl9q2wIO.search.251,法定节假日三薪|底薪加提成|保底工资|五险一金,,,萧山区,北干,120.246216,30.183118,否,否,否,否,否,否,,否
全栈工程师,15-20K,3-5年,本科,杭州,3-5年|本科,Python|全栈项目经验|前端后端|AI|电商|项目管理,0,杭州毅莱,电子商务,100-499人,不需要融资,5e3958284cdf3f551nx-39S_EVU~,姜女士,HR,否,3,8c1af5c3e4a684721HRz0966E1Y~,649bce055a0590a003Z-2NW4FFdT,WdM1mKR9Nutuw-K1UDMs6uNFys5G4dje0IJdOtyCDVmevxWcBITS_JLAgPWsVwHT4ZT-f5jd0r1ffPlKIrfde7TqITyjH5pSehOkpx8m-V3I4CbKd6uajzau5huY9Xs60SUoUH7E79G-,615594290,1yGQl9q2wIO.search.252,底薪加提成|年终奖|员工旅游|绩效奖金|节假日加班费,,,滨江区,长河,120.223073,30.173296,否,否,否,否,否,否,,否
全栈工程师（杭州）,15-25K,3-5年,本科,杭州,3-5年|本科,PHP|全栈|react,0,凯撒黑卡,移动互联网,0-20人,不需要融资,96a3c2df9954f65b1XR60t-1Fw~~,李伟波,经理,否,3,7c8330e4512c74621Xx42d26EVE~,161d7539ce8cf05a1Xdz29W0E1E~,3abXE8qBgCLS3-J19vxLwamS3_ZeocZnGV9CfNi6P3UfXNI3nnoc69K_7Ovvmssu5_NeUlOww101LGfhp41zHh5dC19uOobbycUjLKQx1Il-b12CGOZVMzq90kJGTsMFQ-4Dd_AHzQ~~,615594290,1yGQl9q2wIO.search.253,,,,临平区,临平,120.299402,30.419045,否,否,否,否,否,否,,否
Python全栈开发工程师（视频AI应用方向）,16-28K,3-5年,本科,杭州,3-5年|本科,Python|Django|Flask|TensorFlow|PyTorch|MySQL|PostgreSQL|Linux开发/部署经验|机器学习经验|微服务经验|视频流|AI,0,轻象科技,计算机软件,20-99人,A轮,9646e81e4e87f7891nF73ty9GVE~,贾冰,CEO,否,3,35ae26c465cbe3d51Hx72du6FlI~,fdfbb67a580a1db503B_2tS1EltQ,sXwuUWXhDAw7--P1z1O6AX1oVAsGhFvixTcFdL5KcYTDiQV3aJaAxDmJhafJJgGguJFCZHmsrJG9z3MtvaEJj8vWHHzdW-vCV4081O9Mss3ajXKaQnvmzm-sz9xgvx-KwwHfgB0A7EUj,615594290,1yGQl9q2wIO.search.254,员工旅游|补充医疗保险|节日福利|股票期权|团建聚餐|住房补贴|五险一金|年终奖|定期体检|带薪年假|零食下午茶,,,余杭区,未来科技城,119.965431,30.264261,否,否,否,否,否,否,,否
全栈开发（偏前端、TOG）,13-18K·13薪,1-3年,本科,杭州,1-3年|本科,Java|后端开发经验|Vue|全栈侧重前端|前端开发经验|全栈项目经验,0,万维空间,互联网,100-499人,未融资,df5d227b745ea1a203V92ty7GA~~,倪韶玲,招聘,否,3,6a6cd04ca77482c21XJ629-8GFY~,a1df13c6f507178703F62tm6E1tU,hYtDvabGEkSwO-x1w_nHpNXA_QmZQoAE5n0pWoHB5ErcrsvR7EEv4ceS6VaKoUvNuhm6fxfQKn2OHRqbmj0Au7ieGaFHWFMBX69MSXL7krCauZSpSzzHXxcQ5uPrbad21yHjaapRZps~,615594290,1yGQl9q2wIO.search.255,带薪年假|生日福利|工龄奖|绩效奖金|高温补贴|餐补|五险一金|股票期权|定期体检|员工旅游|节假日加班费|节日福利|年终奖,,,滨江区,长河,120.22168,30.205889,否,否,否,否,否,否,,否
资深全栈工程师,12-22K,3-5年,本科,杭州,3-5年|本科,JavaScript|CSS|Vue|Java|Node.js|计算机相关专业|全栈项目经验|前端开发经验,0,亨塔,电子商务,20-99人,天使轮,9e7e9e95b61d6b531XB529W8FlI~,林先生,hr,否,3,d5945c2b50bceaa90nR93dW5FVdQ,6133baed780782531HV93dy6EFRS,IAdPQO5ECQJ8Z-11MM_06hY2ZNwFUky_Ekxbp1mBQiZqoaGubsTToJmPRswAe2Pe5rAKbMGHcO--uEZzGYhwh_rqjpbStwv_NShWxNGdoxeOcfllLQoEw0pNaU9Q3gNcENYGa480C9PqhQ~~,615594290,1yGQl9q2wIO.search.256,年终奖|绩效奖金|定期体检|保底工资|五险一金,,,西湖区,文二路,120.084008,30.281322,否,否,否,否,否,否,,否
全栈AI应用开发工程师,20-30K,3-5年,本科,杭州,3-5年|本科,全栈侧重后端|JavaScript|TypeScript|Python|Golang|MySQL/Redis/MongoDB|Spring/Spring Boot|计算机相关专业|全栈项目经验|后端开发经验,0,天剧科技(上海),游戏,0-20人,天使轮,a64c2272f752864d1Hd60t26GFU~,王先生,ceo,否,3,c627de5328bb49c603N52tW4EVc~,c936a17cc21140b603B50tW0F1ZS,Eg7YMHxsBln4s-Z11DJtjvWjTH9fpTDN8jqS3IrK59DhkKILAW-HtD_5O-Il2I5Btl1blteDXP_VcKo_7LyLGu8X44D3nxlIoCiPS6JE-NOcd6zwvNYQhcSRKzfFMkYI7jkeu4SvuowU,615594290,1yGQl9q2wIO.search.257,零食下午茶|生日福利|年终奖|有无线网|团建聚餐|交通补助|员工旅游|股票期权|节日福利|五险一金,,,滨江区,长河,120.190371,30.1896,否,否,否,否,否,否,,否
Web开发全栈工程师-python方向,15-20K·14薪,1-3年,本科,杭州,1-3年|本科,Python web|全栈|Django|Bootstrap,0,审智咨询,咨询,0-20人,未融资,76850bb161cc1b5b1XZ_09W4Ew~~,赵演松,总经理,否,3,2a4a1c4f69d651621n1z09i0GFE~,0256c6b8e152c6bd1nV909-7EFJU,maKKPqbP4j1UW-51PRH-Gcq7mSULrunnQG39aRNY_t3N7TydUc69erNTuMnLPEqXWxtZeSaOg_S4sSgcszJUfSvcILfWv_odGv-GTnfyXEZ5wch5VZqNkTRzRBGBzbJkCNTEdJjRpX0~,615594290,1yGQl9q2wIO.search.258,,,,萧山区,钱江世纪城,120.25349,30.238211,否,否,否,否,否,否,,否
